mbti,description
infp,각 개인이 꼭 보편적인 길을 선택할 필요 없이 각자만의 길을 찾아가야 한다고 믿는다.[TR]
infp,"주기능은 Fi(내향 감정)으로 자신의 생각과 가치를 탐구하거나, 무엇이 옳고 그른지 '스스로' 결정하는 데에 시간을 보내는 것을 즐긴다. 또한 다른 사람들에게도 그렇게 하도록 부드럽게 격려한다.[TR]"
infp,사회의 '''보편적인 정서에 크게 의존하지 않는다.
infp,"Fi의 관점에서 보면 Fe의 판단과 표현은 지나치게 전체주의적, 혹은 가식적으로 보일 수 있다.[ETC5]"
infp,INFP는 자아를 포기하면서까지 사회에 녹아들 바에는 차라리 그들 스스로에게 진실하기를 원할 것이다.[TR]
infp,이상주의자다.[∑]
infp,목가적이고 낭만적이며 내적 신념이 강하다.[AS]
infp,자신이 지향하는 이상에 대해서는 정열적인 신념을 지니고 있다.[MM]
infp,"자신에게 의미 있는 가치나 사람들에게 충성하며, 자신의 가치와 조화를 이룰 수 있는 외부 세계를 선호한다.[MKR]"
infp,"대의명분을 옹호하고, 예술을 창조하고, 같은 생각을 가진 사람들의 커뮤니티를 찾는 것을 좋아한다. 자신의 가치를 외부 세계에 드러낼 수 있을 때 깊은 행복을 느낀다."
infp,모든 MBTI 유형 중 가장 F(감정) 성향이 두드러지는 유형이다.
infp,"공감 능력이 높고, 항상 다른 사람의 이야기를 편견 없이 들을 준비가 되어 있다. 상대방에게 도움이 될 수 있다는 사실에서 만족감을 느낀다.[16P]"
infp,높은 공감 능력 때문에 다른 사람의 부정적인 감정이나 사고방식에도 쉽게 영향을 받는다. 선을 확실히 정하지 않으면 주변 문제를 신경쓰느라 상당한 스트레스를 받게 될 수 있다.[16P]
infp,자신의 감정에 관해서는 대부분의 사람들보다 훨씬 깊이 있다. 감정의 미묘함을 잘 알아채고 이해한다.
infp,"진정성을 중시한다.[TR] 가식적이거나 피상적, 상투적인 것에 큰 거부감을 느낄 수 있다.[ETC6] 내향성이 강한 INFP가 본인의 거부감을 굳이 표현하고 싶지 않은 경우에 따라 페르소나를 사용 할 수는 있다. 하지만 이들은 솔직함을 중시하는 성격이기 때문에 다른 사람인 척하는 일을 매우 불편해한다.[16P]"
infp,가식적인 것을 싫어하기 때문에 친한 사람들에게 진정한 자신의 모습을 보여 주려 한다. 또한 상대방도 그렇게 해주길 원한다.
infp,"분노를 겉으로 잘 드러내지 않는다. 스트레스를 해결할 때 혼자만의 시간을 갖거나, 자연을 보거나 혹은 전문가와 대화할 가능성이 더 높다."
infp,전통(관습)에 매달리는 것은 INFP에게 별로 호소력이 없다.[TR]
infp,"복잡한 상황에서는 잘 견디지만, 반복되는 일에는 인내심이 없다. 윗사람의 명령과 결정에 좌지우지 되는 것도 좋아하지 않는다.[MM]"
infp,"창의력이 뛰어나고 새로운 아이디어와 정보를 잘 수용하는 편이다.[MM] 특히 자율적인 환경과 정보, 합리적인 것, 몽환적인 것들을 좋아하고 잘 수용한다."
infp,"부기능은 Ne(외향 직관)으로 두뇌 회전이 빠른 편이고, 직관력을 이용하여 어떤 사안에 대한 대략적인 이해가 매우 뛰어나다.[MM][47]"
infp,"이해심 많고 적응력이 좋으며, 대체로 관대하고 개방적이다.[MM]"
infp,"자신들의 가치가 위협받지 않는 한 잘 적응하고, 융통성이 있으며, 수용하는 편이다.[MKR] 물론 반대의 환경에서는 매우 적응을 어려워하고 겉도는 경우가 많다. 약속을 정할 때도 일반적으로 타인한테 먼저 맞추려고 하는 등 사소한 일들에 한해서는 이타적인 기질을 보인다."
infp,"그러나 내적인 신념이 조금이라도 위협당한다고 느끼면 한 치의 양보가 없으며, 경우에 따라서 매우 이기적으로 행동하기도 한다.[MM] 본인의 개인적인 가치가 비하당하는 집단에서는 모든 성격중에 적응하기 가장 어려워하는 편이다."
infp,"다른 사람들의 생각, 감정과 조화를 이룬다."
infp,"호기심이 많고, 어떠한 일의 결과보다 '가능성'을 보는 경향이 있으며, 아이디어를 수행하기 위한 촉매 역할을 한다.[MKR][⊃]"
infp,"사람들의 본질을 이해하려 하고, 그들의 가능성을 성취할 수 있도록 돕는다."
infp,분쟁을 피하는 데 철저하다.[MM][⊃]
infp,"타인의 정서를 잘 이해하고 원만한 관계를 맺지만, 약간의 심리적인 거리는 유지한다."
infp,"마음이 따뜻하나 상대방과 친해지기 전까지 자신의 따뜻함을 잘 표현하지 않으며, 오히려 조용하고 과묵한 경우도 있다.[MM][⊃]"
infp,애정 표시도 직접적으로 하지는 못하는 경우도 있다.
infp,공유된 가치에 기반한 깊고 의미 있는 관계를 갈망한다.
infp,다른 사람을 도와야 한다는 사명감을 느끼곤 한다.[16P]
infp,"전체 인구에서 큰 비중을 차지하지 않는 성격이기 때문에 외로움을 느끼거나 존재감을 드러내지 못하는 때가 있으며, 자신의 독특한 강점을 잘 인정하지 않고 속전속결, 목표지향적이고, 사회적 통념이 살그머니 강요되는 세상에서는 마음속으로 겉돌며 방황하는 느낌을 받을 수도 있다.[16P]"
infp,"불건강한 경우 지나치게 예민하고, 자신의 견해와 가치관만 옳다고 생각한다."
infp,"왜곡된 관점에 빠지지 않으려면 Ne(외향 직관) 기능을 잘 개발하는 것이 중요하다. 주기능인 Fi(내향 감정)로 인해 “이게 내 가치관이야, 이게 맞아”라고만 생각할 때 Ne 기능이 “내가 놓치고 있는 무언가가 있을 거야”라고 생각할 수 있도록 도와주기 때문이다. Ne는 INFP가 열린 마음을 유지하고 창의적인 연결, 가능성 및 새로운 관점을 볼 수 있도록 돕는다."
infp,소수의 특별한 사람들과 매우 깊게 아주 정열적으로 대의에 대해 관심을 갖는다.[MM][⊃]
infp,자신과 관련된 사람이나 일에 대해 책임감이 강하고 성실하다.
infp,"헌신, 동정, 관계를 유지하기 위해 적응하는 데 특별한 능력이 있으므로 같이 살기에 편하다."
infp,자신들이 믿는 사람이나 대의명분을 위해서는 기꺼이 희생할 수 있다.
infp,혼자 있고 싶을 때가 많지만 오랫동안 혼자 있으면 외로움을 느낀다.
infp,실용적인 사실보다 흥미로운 아이디어에 더 관심이 있다.[TR]
infp,"가치, 윤리, 사람 및 개인적 성장에 대해 의미 있는 대화를 나누는 것을 좋아한다."
infp,"추함, 선과 악 등 도덕적인 것과 비도덕적인 것에 대하여 민감하게 반응한다.[MM]"
infp,잔인함과 불공평에 깊은 고통을 받기 때문에 상대방이 이기적이거나 악의적이라고 생각하면 관계를 끊는다.
infp,순수한 논리보다는 가치부여 과정 자체를 선호한다.[MM]
infp,"성공, 미, 건강, 재산, 지식을 지나치게 누리게 되면 언젠가는 그 대가를 지불해야 한다는 무의식적인 확신을 갖고 있다.[MM][⊃]"
infp,"또한, 스스로 불순한 유혹에 굴복 당했다고 믿을 때 그 보상으로 자신을 희생하는 행위를 보인다."
infp,이러한 보상 행위는 스스로의 내부적 동기에 의해서이며 외부에서 강요된 것이 아니다.
infp,"책과 언어에 관심을 갖고 있고, 표현에 있어서 뛰어난 작가가 될 수 있는 천재성을 가지는 경우가 다수 있다.[MM][67]"
infp,다층적 스토리텔링을 하는 데 재능이 있다. 복잡하고 감정이 충만한 이야기를 엮어 청중에게 깊은 공감을 불러일으킬 수 있다.
infp,실제 사람보다 책 또는 영화 속 인물에 매료되곤 한다.
infp,"주변에 있는 사람 중 본인이 인정할 만한 매력을 가진 사람이 있을 경우, 그 사람을 창작물 속 인물 같은, 혹은 그 이상인 사람이라고 평하며 찬양하기도 한다."
infp,민감하고 내성적인 성격 때문에 비판을 받아들이는 데 어려움을 겪는다.[68]
infp,사업과는 인연이 멀다.[MM][70]
infp,동정심이 강하고 조화를 중시하기 때문에 사람들을 잘 도와준다.[71]
infp,상대방을 배려해서 빙빙 돌려서 은유적으로 표현한다.
infp,타인과 구별되는 개성에 집착하는 경우가 많다.
infp,신비롭고 몽환적인 것을 좋아한다.[72]
infp,모두가 그런 것은 아니지만 대체로 마음이 여린 편이므로 상처를 받거나 우울해지기 쉽다.
infp,모든 MBTI 유형 중 우울증 유병률이 INFJ와 함께 가장 높다.[73]
infp,"불건강한 경우 끔찍할 정도로 부정적, 비관적이며, 심하면 염세주의자가 되는 경우도 많다."
infp,"스트레스와 감정을 창의적으로 배출하여 효과적으로 관리할 수 있는 고유한 능력을 가지고 있다. 그림 그리기, 일기 쓰기 또는 음악 활동을 통해 억눌린 감정을 처리할 수 있다."
infp,"건강하다면 외부에서 보이는 이미지는 순하고 착하며 포용력있고, 타인한테 무해한 사람의 이미지다. 적당히만 건강해도 적어도 공적인 공간에서 민폐는 없는 편. 물론 불건강하면 폭탄처럼 주변에 끼치는 파괴력이 엄청나다. 물론 그렇게 극단적인 성향이 나오기 전에 대부분 본인이 알아서 사표를 낸다."
infp,주기능인 Fi(내향 감정) 기능의 영향으로 타인만큼이나 자기 자신의 정서적 안위도 잘 살피고 챙긴다. 이러한 이유로 모든 유형 중 안전불감증 기질이 가장 적은 유형이기도 하다.
infp,"위험에 처하면 즉시 자각하고 어떻게든 탈출을 시도하며, 탈출하는 데 어려움을 겪을수록 크게 좌절한다."
infp,"승부욕을 대놓고 거칠게 표출하진 않지만, 은근히 지기 싫어하는 성향이 강하다."
infp,자녀의 '도덕성'을 중시한다.[∑]
infp,"정직, 연민, 배려 등의 가치를 가르치고 싶어 한다."
infp,자녀가 '개인적'인 차원에서의 책임(타인에게 피해를 주지 않는 등)을 이해하기를 원한다.
infp,자녀의 행동이 사려 깊지 못하거나 '윤리적'으로 문제를 일으킬 경우 갈등의 원인이 된다.
infp,평소 규율을 중시하지 않더라도 이런 상황에서는 회의감을 느낄 수 있다.
infp,원리 · 원칙적이고 엄격한 부모보다 자녀의 '자율성'을 지향하는 부모에 가깝다.[∑]
infp,"자녀를 위한 실용적, 일상적 틀과 규칙을 확립하는 것을 어려워한다."
infp,자녀를 '자유로운 영혼'으로 키우는 것을 좋아하는 편이다.
infp,"자녀에게 스스로의 의견이나 자아를 형성하고, 자신이 흥미를 가지는 일을 찾을 수 있는 권리를 주고 싶어 한다."
infp,"다만, 완벽한 방임을 한다는 뜻은 아니며 도덕적인 부분에서만큼은 민감할 수 있다."
infp,"따라서, 규범과 자율성 간의 적절한 균형을 유지함으로써 스스로의 자아를 건강하게 키워낼 수 있도록 힘쓴다."
infp,"따뜻하고, 사랑스럽고, 옆에서 지지해주고, 자녀에게 마음을 여는 부모가 되는 것을 목표로 한다."
infp,자녀들의 배움과 성장을 끊임없이 격려한다.
infp,자녀들의 세상을 바라보는 '순수한 호기심'을 옆에서 지켜보며 즐거워한다.
infp,자녀에게 좋은 본보기가 되고자 한다.
infp,자녀 양육에 있어서 강한 책임을 느끼기에 자녀의 행동에 문제가 있을 경우 이를 개인적인 실패로 느끼기도 한다.
infp,"종종 자신의 문제와 부정적 감정, 좌절감 등을 자녀들에게 오픈하지 않으려고 노력하며, 가정의 평화에 힘쓴다.[77]"
infp,때로는 사회의 여러 문제들로부터 아이를 적극적으로 보호하려 한다.
infp,"여린 성격으로 인해, 자녀가 잘못해도 엄하게 혼내기 힘들어한다."
infp,"자녀가 학교 폭력 등을 겪으면 마음으로는 깊이 공감해 주지만, 적극적으로 해결에 나서지는 못하는 편이다."
infp,"무언가를 창조하거나, 공감하고 이해하는 데 재능이 있다."
infp,○S○J 유형에 특화된 대한민국의 학습 양식에 어울리지 않을 수 있다.[2Ne][3Si]
infp,"암기와 반복을 통한 학습보다 창의력, 상상력, 스토리텔링을 통한 학습을 선호한다."
infp,어떠한 과목의 '실용성'에는 큰 의미를 두지 않는 편이다.
infp,"주로 혼자 있는 것을 좋아하며, 사회성을 발달시키는 것이 상대적으로 힘들 수도 있다.[81]"
infp,남이 자신에게 명령하는 것을 싫어하므로 전통적이고 권위적인 사고로 강요를 일삼는 속칭 '꼰대' 어른들과 상성이 안 좋다. 이런 어른들과 계속 대면해야 되는 상황일 경우 아예 혼자서 엇나가고 방황할 가능성이 많다.
infp,"친구를 사귀는 데 서툴며, 보통의 아이들과 관심사가 달라 동떨어진 듯한 느낌을 자주 받는다. 하지만 사회적 기술이 부족할 뿐이지 처음 보는 사람에게 말 거는 자체는 전혀 거리낌이 없는 아이도 있다."
infp,"몽상에 빠지는 것을 좋아하며, 창의성과 상상력을 발휘할 수 있는 음악/예술/문학 등의 분야에 재능을 보인다."
infp,"고함이나 엄격한 처벌, 주위의 비판, 불친절, 무관심, 무시 등으로부터 쉽게 정신적 충격을 받을 수 있다.[82]"
infp,"만약 INFP 유형의 아이를 둔 부모라면 섣불리 논리적으로 판단하기보다는 정서적 지지, 공감, 연민 등을 해 주는 것이 아이에게 도움이 된다."
infp,다른 사람 앞에서 발표하는 것을 두려워하는 아이가 많다. 하지만 Ne가 강한 아이라면 발표를 자신의 감정과 아이디어를 외부에 표현할 기회라 생각해 매우 좋아하는 경우도 있다.[83]
infp,"XNFX성격답게 선생님을 좋아하면 하기 싫은 과목도 열심히 하며, 어떤 사람을 좋아하면 그 사람의 취향에도 관심을 보인다."
infp,수학처럼 정확함과 치밀함을 다루는 과목에는 약점을 보이는 편이다. 또한 Se가 7차기능이라 체육처럼 몸을 움직이는 활동이나 눈썰미를 요구하는 활동은 따라가기 힘들어하기도 한다.
infp,"승부욕을 대놓고 거칠게 표출하진 않지만, 은근히 지기 싫어하는 성향이 강하다."
infp,"눈물이 많다. 공감을 잘해서기도 하지만, 조금만 혼나거나 지적을 받아도 쉽게 감정이 복받쳐서기도 하다."
infp,"자신의 마음을 이해해주는 사람들 사이에선 아주 수다스럽지만, 그렇지 못한 사람들 사이에선 입을 꾹 닫아 버리기도 한다. 보이는 모습과 실제 모습의 갭 차이가 클 수 있다."
infp,"감성이 풍부하고 배려심이 많은 INFP 유형은 로맨티시스트가 많습니다. 이들은 내면을 중시하므로 상대방과의 강렬한 정서적 교감을 추구합니다. 또한 낭만적이고 사람에 대한 책임감이 강해 헌신적인 면모를 지니고 있습니다. 창의적이고 예술적인 INFP는 연인과 영화를 보거나 전시회에 가는 등 예술적인 데이트를 즐깁니다. 한편, 상대방의 비판에 민감하게 반응하거나 마음속 깊이 상처를 받기도 합니다. 따라서 INFP와 연애를 시작할 때에는 장난으로라도 심한 말을 하지 않도록 주의하고, 조심스럽게 다가가야 합니다."
infp,"에니어그램은 4w5(보헤미안) 유형이 자기투표의 비율상 45.6%45.6%로 가장 많으며, 9w1(몽상가) 유형이 13.9%13.9%로 뒤를 잇는다.[112][⊃] 그런데 9번의 경우는 infp를 포함한 직관형이 될 수 없다는 의견이 커 논란이 심하다. 9번 INFP는 사실 ISXX 유형이거나 6번이나 4번을 잘못 입력했다는 의견. 세번째는 6w5(방어자형)이다. 자기투표의 통계이므로 실제로는 6번 INFP가 제일 많을거라는 의견도 있다."
infp,"16가지 성격 유형 중 사이트 내에서 해당 유형 내에서의 4w5 비율이 가장 높은 유형이며, 2~4번째는 차례대로 ISFP의 22.2%22.2%, INFJ의 21.4%21.4%, ENFP의 10.6%10.6%이다. (전부 한 글자씩 바뀜)"
infp,지능적으로 우수한 편인 것과는 별개로 대한민국 학업의 성취도는 하위권에 그친다.[114]
infp,"평균 지능 지수(IQ)가 16가지 성격 유형 중 3위이며,[115] '영재성' 발현률 역시 3위이다.[경향][117][118] 상위 2%[119] 내의 고지능자들로 한정 지었을 때도 역시 3위로 나타났다 [120]."
infp,대학수학능력시험 성적 평균 종합 14위로 뒤에서 3위이다. (영어 영역 포함 자연계 13위 / 인문계 14위)[경향]
infp,"학점(GPA)은 대한민국 기준으로는 자연계 남성 14위, 자연계 여성 12위, 인문계 남성 13위, 인문계 여성 11위, 예체능계 남성 14위, 예체능계 여성 5위로 나타났다.[] 미국 펜실베니아 27개 고교(3,500명)[122] 대상으로는 8위, 아이오와 표본에서는 GPA와 ACT 점수가 7~8위권으로 나타났다."
infp,xNFx 중에 수학 성적(학업성취도)이 안 좋은 사람들은 ‘연습장을 통해 논리적 근거를 제시하는 습관을 길들여야 하고 대수학(식 정리·인수분해·방정식·부등식 등)에서 역량이 크게 떨어지므로 이 부분에 집중 투자할 것’이 필요하다고 조언된다.[123]
infp,"평균 개인 소득은 16가지 유형 중 16위, 가구 소득 역시 16위이다.[124] INFP의 성격 자체가 황금만능주의에는 관심이 많이 덜한 편이다.[125]"
infp,"""당신은 매우 종교적입니까?""라는 질문에 대한 긍정률은 30.5%30.5%로 14위이다.[16P]"
infp,진보주의 / 권위주의가 우위를 점하는 INFJ나 보수주의 / 자유주의가 우위를 점하는 INTP 유형과는 대조적으로 진보주의 / 자유주의가 우위를 점한다. 이때문에 INFP는 사회자유주의를 선택하는 경향이 많다고 한다.
infp,"미국 Slyerment 조사에서는 중도·무당층 40%40%, 민주당 38%38%, 공화당 22%22%로 나타났다.[127] INFJ와 함께 공화당 지지 비율이 가장 낮으며 민주당 지지 비율은 3위, 무당층 비율은 5위이다."
infp,모든 유형 중 심장 질환을 앓을 가능성이 가장 낮다.[TR]
infp,남성의 경우 만성 통증을 호소할 가능성이 가장 낮다.[TR]
infp,결혼 생활에 대한 불만을 이야기하는 모든 유형 중 두 번째로 높다.[TR]
infp,외국어 학습을 잘 하는 경향이 있다.[TR]
infp,자신의 직업에 대해 불만을 가질 가능성이 가장 높은 유형이다.[TR]
infp,"대체로 마음이 여려 우울감을 많이 느끼며, 현실과 이상과의 괴리감에서 나오는 염세주의에 쉽게 빠진다. 뭔가에 심하게 좌절할 경우 니트족이나 히키코모리가 될 가능성도 다른 성격들보다 더 높은 편이다."
infp,"NF의 경우들이 자주 그렇기는 하다만, 사고형(T)의 사람들과 매우 쉽게 또는 극단적으로 충돌한다. 특히 ST계열과의 충돌이 심한 편. 하지만 정작 사회인격학 이론에서는 XSTJ과 궁합이 좋다."
infp,신경성(-T)이 높을수록 우울증을 비롯한 정신질환으로부터 가장 안전하지 않은 유형이므로 각별한 주의가 필요하다. 
infp,"강압적인 상사에 대해서 보통은 그냥 웃고 순응하며 잘 넘어가주지만, 심한 경우는 충성은커녕 아예 상종조차 않는다. 불건강한 경우라면 착한 상사와 나쁜 상사를 구분하기 어려워할 수도 있다."
intj,"전략가 사고 능력은 인간의 위대한 점 중 하나이다 인간은 갈대처럼 연약하지만 생각하는 갈대이다 블레즈 파스칼 최고가 되는 것은 외로운 일입니다 매우 희귀한 성격이면서도 뛰어난 능력을 지닌 전략가(INTJ)는 이러한 말의 의미를 잘 알고 있습니다 전략가는 이성적이면서도 두뇌 회전이 빠른 성격으로, 자신의 뛰어난 사고 능력을 자랑스러워하며 거짓말과 위선을 꿰뚫어 보는 능력이 있습니다 하지만 이로 인해 끊임없이 생각하고 주변의 모든 것을 분석하려는 자신의 성향을 이해할 수 있는 사람을 찾는 데 어려움을 겪기도 합니다 개척자 정신 전략가는 모든 것에 의문을 제기합니다 다른 많은 성격은 현재 상태를 유지하고 일반적인 통념과 다른 사람의 전문 지식에 의존해 살아가곤 합니다 하지만 비판적인 성향을 지닌 전략가는 자신만의 방식을 찾아내기를 원하며, 일을 진행하는 더 나은 방식을 찾기 위해 규칙을 깨거나 다른 사람의 반대를 무릅쓰는 일도 마다하지 않습니다 사실 오히려 이러한 과정을 즐기는 편입니다 전략가는 실제로 활용할 수 있는 아이디어만이 가치가 있다고 생각하며, 단순히 새로운 아이디어를 내는 데 그치는 것이 아니라 아이디어를 이용해 성공을 쟁취하고자 합니다 이들은 업무에 자신의 모든 통찰력과 논리력과 의지를 쏟아부으며, 불필요한 규칙을 설정하거나 쓸모없는 비판을 제기하면서 자신을 방해하는 사람에게는 가차없는 모습을 보입니다 전략가는 매우 독립적인 성격으로 다른 사람의 기대를 따르기보다는 자신만의 아이디어를 추구합니다 전략가는 독립성이 매우 강하며 혼자서 행동하는 일을 두려워하지 않습니다 아마 다른 사람을 기다리는 일을 좋아하지 않기 때문일 수도 있습니다 또한 일반적으로 다른 사람의 의견을 묻지 않고 결정을 내리는 편입니다 이렇게 혼자서 행동하려는 성향으로 인해 다른 사람의 의견과 욕구와 계획을 무시함에 따라 무신경한 사람처럼 보일 수도 있습니다 하지만 전략가가 남에게 무심하다는 생각은 사실이 아닙니다 감정이 풍부하지 않고 지적인 성격이라는 편견이 있기는 하지만 사실 전략가는 예민한 감성을 지니고 있기 때문입니다 전략가는 일이 잘못되거나 남에게 상처를 주게 되었을 때 슬픔과 후회를 느끼며, 왜 그런 일이 발생했는지 파악하는 데 많은 시간과 에너지를 투자합니다 결정을 내릴 때 감정을 중시하지 않는다고 해서 감정을 느끼지 못하는 것은 아니기 때문입니다 지식에 대한 갈망 전략가는 대담한 몽상가인 동시에 극심한 비관주의자이기도 합니다 이들은 의지와 지적 능력이 있다면 어떠한 목표라도 성취할 수 있다고 믿지만, 동시에 대부분의 사람이 게으르고 상상력이 부족하고 특별할 것이 없다고 냉소적으로 생각하기도 합니다 전략가의 자존감은 대부분 자신의 지식과 지적 능력에 기반을 두고 있습니다 학교에서 ‘책벌레‘나 ‘범생이‘라는 소리를 듣기도 하지만, 이러한 말을 모욕이 아닌 자신의 특징으로 받아들입니다 또한 자신에게 코딩, 무술, 클래식 음악 등 관심이 있는 분야라면 어떤 분야든지 최고가 될 수 있는 능력이 있다는 사실을 알고 있습니다 전략가가 새로운 것을 배우는 이유는 남에게 보여주기 위해서가 아니라 자신의 지식을 확장하는 일 자체를 즐기기 때문입니다 전략가는 완고할 때가 있으며 주의가 산만한 환경이나 불필요한 잡담 등 시시한 일을 참지 못합니다 하지만 그렇다고 이들이 지루하거나 재미없는 성격이라는 의미는 아닙니다 진지해 보이는 모습과 달리 재치가 넘치며 날카롭게 비꼬면서도 재미있는 유머 감각을 지니고 있는 경우가 많습니다 취약한 사교 능력 일반적으로 전략가가 따뜻하고 부드러운 성격은 아닙니다 겸손함과 인사치레보다는 이성과 성공을 중시하며, 입바른 말을 하기보다는 솔직하게 이야기하는 성격이기 때문입니다 소설이나 영화의 악당이 전략가의 성격을 지닌 것으로 표현되는 이유도 바로 이러한 점 때문일 것입니다 솔직함을 중시하고 핵심만을 이야기하려는 전략가는 잡담과 빈말 등 일반적인 사교 활동이 무의미하거나 멍청하다고 생각할 수 있습니다 이로 인해 솔직함에만 집중하느라 무례하거나 공격적인 사람처럼 보일 수도 있습니다 전략가는 가끔 다른 사람을 대하는 일 자체가 불필요한 것은 아닌지 생각할 때가 있습니다 하지만 전략가도 다른 성격과 마찬가지로 다른 사람과의 소통을 원합니다 다만 자신과 가치관이 비슷한 사람을 만나고 싶어하며, 그럴 수 없다면 차라리 혼자 있는 것을 선택할 뿐입니다 이들은 자신의 관심사에 집중할 때 자신감을 발산하는 성격으로, 이러한 자신감은 직장 동료와 관계를 맺거나 친구나 연인을 사귈 때 도움이 되기도 합니다 체스 경기와 같은 삶 전략가는 모순이 가득한 성격입니다 상상력이 넘치면서도 결단력이 강하고, 야망이 넘치면서도 차분하고, 호기심이 많으면서도 집중력이 높은 성격이기 때문입니다 다른 사람은 모순적인 전략가의 성격을 이해하기 힘들다고 생각할 수도 있지만, 전략가의 사고방식을 생각하면 이러한 모순도 이해할 수 있습니다 전략가에게 삶은 거대한 체스 경기와 같습니다 이들은 운보다는 전략에 의존하며 결정을 내릴 때마다 결정으로 인한 장단점을 심사숙고합니다 또한 아무리 힘든 일이 생기더라도 지적 능력과 통찰력을 이용하면 승리할 방법을 찾을 수 있다고 믿습니다"
intj,"용의주도한 전략가, 과학자형"
intj,"전략가형 사람은 거의 모든 일에 의문을 던진다. 또한 더 좋은 방법을 찾는 과정에서 거절당하거나 규칙을 깨는 일을 두려워하지 않는다. 단지 창의적인 데에서 그치지 않고 무언가를 성취해내기를 원해, 새로운 아이디어에 통찰력과 뛰어난 논리력, 강한 의지를 더해 일을 추진한다."
intj,"이런 유형은 매우 독립적인 성향을 지녀 혼자 일하거나 결정내리는 것을 선호한다. 그렇기에 타인에게 무심하다는 편견을 받기도 하지만, 단지 의사결정에 있어 감정에 치우치지 않을 뿐 꽤 인간적이고 속은 따뜻한 사람들이다."
intj,"대담한 몽상가이자 신랄한 비관주의자기도 하다. 이들은 의지와 재능만 있다면 무엇이든 이룰 수 있다고 믿으나, 사람의 본성에 대해 회의적이다. 그래서 대개의 사람들이 게으르고 상상력이 없으며, 그저 평범하다고 생각한다.[29]"
intj,"이들은 가십거리같은 것에는 관심은 없지만, 그렇다고 그들이 재미없는 사람들이란 건 아니다. 이들은 진지한 외면 아래 날카롭고 유쾌하게 풍자할 줄 아는 유머감각을 가지고 있다."
intj,"INTJ는 따뜻함보다는 합리적인 것을, 인기보다는 옳은 것을 선택한다. 진리와 깊이 있는 지식을 중요시하고, 가벼운 잡담이나 선의의 거짓말과는 거리가 멀다. 그렇기에 때로는 본의 아니게 모욕을 주거나 공격적이기도 하다."
intj,"사회관계에 있어 이들은 가치관과 우선순위를 공유하는 사람과 어울리려 하는데, 때로는 본연의 모습으로 있는 것만으로도 INTJ의 마음을 얻을 수 있다.[30] 그들이 자신의 관심사를 추구할 때의 타고난 자신감은 업무상에서든, 사회에서든, 심지어 연인관계에 있어서도 사람들을 끌어들이곤 한다."
intj,"모순적으로 보일 수 있지만, INTJ는 상상력이 풍부하면서도 결단력이 있으며, 야망이 있지만 대외적으로 표현하지 않으며, 놀랄 만큼 호기심이 많지만 쓸데없는 데 에너지를 낭비하는 법이 없다. 이들은 인생을 마치 바둑을 두듯이 살아간다.[31] 그리고 어떠한 어려움에 부닥치더라도 독창성과 직관만 있으면 무엇이든 이겨낼 수 있으리라는 믿음이 있다."
intj,능동적 · 독립성 · 창의성 · 남다른 것 추구 · 체계적 · 이성과 논리 · 합리성 · 통찰력 · 사실 중심 · 실질적 원리 · 이론 및 개념화 · 추상적 사고 · 파고들기식 지식 확장 · 분석과 예측 · 계획과 전략 · 개선과 혁신 · 실적주의 · 목표지향적 · 미래지향적 · 수학적 감수성 · 도형과 패턴 · 마니아 · 완벽주의 · 용어와 정의에 대한 엄격함 · 풍자 · 자연과학 · 법조계 · 포커페이스 · 지적 우월의식 · 비판적
intj,이성과 논리를 바탕으로 세상 모든 대상을 개념화하는 것을 선호함.[TR][37]
intj,무엇이든 체계와 진행 방식부터 이해하려고 함.[TR]
intj,"논리 체계를 이해하고자 하고, 어려운 학문을 즐김.[TR]"
intj,질서 있는 추론을 사용하여 흥미로운 문제를 해결하고 싶어함.[TR]
intj,"문제 해결 욕구가 강하며, 그것에 대해 누구보다 열정적임.[16P]"
intj,정형화된 규칙(patterns)이 보이지 않거나 체계가 부실한 개념을 온전히 받아들이기가 쉽지 않음.[16P][43]
intj,"예측을 즐기며, 논리적인 과정을 통해 결과를 도출해냄.[TR]"
intj,창의적 사고(참신한 발상)를 탐구하는 것을 지향함.[16P]
intj,더 효율적으로 무언가를 하는 방법에 대해 늘 생각함.[TR]
intj,과제를 있는 그대로 수행하기보다 조금 더 우아한 해결책을 찾고 싶어함.[16P]
intj,문제 해결 과정에서 자신만의 독창적인 기교를 만들어냄.[16P]
intj,"복잡한 원칙을 비틀어서, 남들이 실용적으로 받아들일 수 있도록 바꾸어 줄 수 있음.[16P]"
intj,"발상이 즉흥적이고, 누구도 생각지 못한 것일 때가 많음.[16P]"
intj,합리성을 적용하는 것을 우선시함.[16P]
intj,사사로움보다 합리적 사고로 해결책을 제시하는 편임.[16P][53]
intj,색다른 관점이나 반대 의견에 더 주목하는 경향이 있음.[16P]
intj,내용의 실존성 · 진실 여부를 매우 중시하는 편임.[16P][∑]
intj,증거에 기반하여 정보를 제공해야 한다는 사명감이 뚜렷함.[16P]
intj,진실보다 감정을 중요시하는 상황을 참을 수 없어함.[16P][59]
intj,공상조차 확실한 증거에 기반하는 경향이 있음.[16P][61]
intj,내용의 깊이(detail and depth)를 중시하는 편임.[16P][∑]
intj,주변 세계에 보이는 것을 그대로 받아들이기보다 그 이면의 원리를 궁금해함.[TR]
