destination,description,tag,image
암베르그리스 카예,"암베르그리스 카예는 흥미로울 정도로 충분한 편의 시설을 갖추었지만 스치는 관광객에 걸려 넘어질 만큼 지나치게 개발되지도 않은 딱 적당한 휴양지입니다. 맹그로브 습지는 벨리즈에서 가장 큰 이 화이트 비치 섬의 중심에 있으며 모래 길을 따라 골프 카트가 주요 교통 수단으로 이용되고 있습니다. 산호초 다이버들은 벨리즈 산호초와 블루 홀(전자리 상어, 엘크혼 산호, 크리너 쉬림프 및 종유석이 풍부한 석회암으로 만들어진 122미터 깊이의 원형 동굴)에 군침을 삼킵니다.","나이트라이프, 리조트, 래프팅, 스노클링",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/45/4b/4e/san-pedro.jpg?w=500&h=400&s=1
바베이도스,"캐리비안 해변의 섬나라 바베이도스는 해안에 따라 분위기가 확연히 틀리며, 그 덕분에 로맨틱한 분위기를 선호하는 여행자와 어드벤처를 즐기는 여행자 모두가 만족할 수 있는 여행지입니다. 동쪽 해안은 파도가 거센 반면, 서쪽 해안은 잔잔하여 수영을 즐기기에 적합합니다. 하지만 어느 해안으로 가든 바다는 터키석처럼 푸르고 해변에는 고운 모래가 펼쳐져 있으며, 쾌속 크루즈와 현지의 맛난 요리를 즐길 수 있습니다.","자연 및 야생동물 서식지 투어, 제트 스키 대여, 나이트라이프, 역사 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/62/48/32/atlantic-shores.jpg?w=500&h=400&s=1
나탈,"나탈은 브라질의 리우 그란데 두 노르테 주에 있는 도시로, 아름다운 해변과 풍부한 역사를 자랑합니다. 도시 주변에는 발바다 해변과 지드랄 공원 같은 자연 경관이 많으며, 수상 스포츠와 해변에서의 레저 활동이 인기 있습니다. 또한, 나탈은 역사적인 성지와 박물관이 많아 브라질의 문화와 역사를 경험할 수 있는 장소입니다.","예술 및 역사, 바, 4WD 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/08/ec/c4/viagem-de-natal-ate-canoa.jpg?w=500&h=400&s=1
세인트 존스,"St. John에서는 환경 친화적인 관광이 활발합니다. 국립 공원에서 야생 동물 관찰, 트레일 하이킹, 화이트 샌드 비치 걷기 등 육지에서도 충분히 다양한 활동이 가능합니다. 바다에서는 환상적인 스노클링, 수영, 수중 사진 촬영까지 즐길 수 있습니다. 결국은 캐리비안 해변이니까요.","쇼핑, 외식 체험, 스노클링, 해변 및 서핑",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/12/90/fb/maho-beach.jpg?w=500&h=400&s=1
케포스,"푼타레나스 지방의 작은 도시인 케포스는 코스타리카의 중앙 태평양 해안에 자리 잡고 있으며, 전 세계에서 대어 스포츠 낚시를 즐길 수 있는 최적의 장소 중 한 곳입니다. 그 뿐만 아니라 케포스는 또한 여행객들에게 다양한 즐길 거리를 제공합니다. 인근 광장에는 여러 멋진 레스토랑과 아트 갤러리 그리고 기념품 가게가 있으며, 대부분 해변가의 베케이션 렌탈에서 걸어갈 수 있는 가까운 거리에 있습니다. 짜릿한 캐노피 투어를 예약하고, 승마, 카약, 래프팅 등을 즐겨 보세요. 서핑을 배우거나, 파도를 타는 서퍼들의 뛰어난 몸놀림에 감탄을 금치 못할 것입니다.","투어 & 관광, 하이킹 투어, 휴식, 에코 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/33/fe/b2/quepos.jpg?w=500&h=400&s=1
탕갈레,"탕갈레는 여행자들에게 잘 알려져 있지 않지만 꼭 들러보세요. 이 보석 같은 지역에는 고얌보카 해변 같은 스리랑카 최고의 해변들이 있습니다. 이곳에서 부드럽게 흔들리는 야자수 아래 몇 시간이든 누워 있을 수 있습니다. 원한다면 본격적으로 모험을 즐길 수도 있습니다. 카약을 타고 맹그로브 숲이 늘어선 탕갈레 라군을 돌아보거나, 물키리갈라 석굴 사원에 올라가 탁 트인 경치를 감상하세요. 해변에서 맛볼 수 있는 간단한 요깃거리부터 탕갈레 시장의 노점까지, 모든 음식이 훌륭하기 때문에 실패할 일이 없습니다.","투어 & 관광, 사파리, 스파, 4WD 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/33/fe/a1/tangalle.jpg?w=500&h=400&s=1
페티예,"페티예는 프랑스의 대서양 연안에 있는 섬으로, 편안한 휴양지로 알려져 있습니다. 섬에는 아름다운 해변과 작은 마을들이 흩어져 있으며, 조용한 휴식을 즐기기에 좋은 곳입니다. 자연 경관이 아름답고 풍부하며, 스노클링이나 카약 같은 수상 활동을 즐길 수 있습니다.","나이트라이프, 스쿠버 다이빙, 야외 활동",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/33/fd/48/fethiye.jpg?w=500&h=400&s=1
스노도니아 국립공원,"스노도니아 에리리 국립공원은 영국에서 가장 습한 곳 중 하나이니 장화를 꼭 챙기세요. 하지만 눅눅하기만 하지 않고, 매우 인상적인 곳입니다. 웨일스는 물론 잉글랜드의 최고봉인 어르 우이드바(스노든산) 정상까지 어렵지 않게 올라갈 수 있습니다. 정상의 뾰족한 절벽에서는 송골매가 둥지를 튼 모습도 볼 수 있습니다. 스노도니아 국립공원에는 웨일스에서 가장 큰 호수인 흘린 테기드가 있습니다. 네스호 괴물처럼 이 호수에는 테기라고 하는 괴물이 있다고 하는데 어떤 사람들은 유별나게 큰 강꼬치고기일 것으로 생각합니다. 스노도니아에서는 자그마한 것들에서도 경이로움을 느낄 수 있습니다. 스노든 딱정벌레를 잘 관찰해보세요. 등에서 무지갯빛 줄무늬를 볼 수 있습니다.","도보 여행, 하이킹 투어, 등반, 현지 음식",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/cf/0c/dd/pyg-track-snowdon.jpg?w=500&h=400&s=1
하노이,"매력적인 수도 하노이는 구시가와 유적, 식민 양식 건축물 등 오랜 역사의 숨결이 깃든 도시이자 개발의 진척과 더불어 현대적인 도시로서의 면모도 갖추어나가고 있습니다. 탕롱을 비롯하여 도시의 명칭이 수차례 변경되기도 하였으나, 호치민 영묘나 호아로 감옥 등 역사적인 유산은 변함없이 그 모습을 간직하고 있습니다. 호수와 공원, 가로수 그늘이 드리워진 대로, 600여 개의 사원과 파고다 등을 택시를 타고 손쉽게 둘러볼 수 있으며 곳곳에서 도시의 매력을 느낄 수 있습니다.","나이트라이프,2일 이상 투어,2일 이상 크루즈 여행,카약 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/5a/96/cb/cite-imperiale-d-hanoi.jpg?w=1000&h=600&s=1
로마,"로마가 세계에서 가장 많은 사람이 방문하는 장소 중 하나인 이유를 쉽게 알 수 있습니다. 온 도시에 유적이 있고(판테온, 콜로세움 등), 거의 모든 광장에 걸작 조각이 있으며, 물론 말도 안 되게 맛있는 음식이 있습니다. 모든 여행이 폭풍처럼 느껴질 수 있지만 여유를 가지고 속도를 늦추어 보면 많은 놀라운 모습들을 발견하게 될 것입니다. 트라스테베레에서 일요일 아침을 보내고 포르타 포르테세 벼룩시장에서 빈티지 물건을 찾아보세요. 아니면 학생들이 많이 사는 매력적인 분위기의 산 로렌조에 가 보세요. 트렌디한 상점, 갤러리, 거리 예술을 볼 수 있습니다. 저녁 식사 시간이 아직 늦지 않았으니 프라티에서 식전주를 드셔보세요. 바티칸에서 걸어갈 수 있고 거리에는 이색적인 술집이 즐비합니다. 에너지가 넘치는 곳이니 휴식이 필요하면 (말 그대로) 언덕으로 향하세요. 녹음이 우거진 아벤티노 언덕에서 평화로운 정원과 도시의 최고 전망을 누리세요. 항상 체험해 볼 즐길거리가 있으며 아래에 더 많은 추천 정보가 있습니다.","나이트라이프, 역사 투어, 역사 유물 탐방, 문화체험 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/c9/6c/08/caption.jpg?w=500&h=400&s=1
크레타,"크레타 섬은 터키석처럼 푸른 빛깔의 바다에 떠 있는 그리스의 보석입니다. 푹신한 모래사장과 부드러운 조약돌로 이어진 해변은 무척 아름답습니다. 이 섬은 역사적인 중요성과 신화적인 가치를 지니고 있습니다. 크레타 섬은 신들의 왕인 제우스가 태어난 곳으로 알려져 있으며, 유럽 최초의 현대 문명이 발생한 곳입니다. 고고학적인 가치를 지닌 역사적 장소가 가득한 이 섬의 뜨거운 태양 아래에서 환상적인 휴식을 경험해 보십시오.","와인 시음, 사파리, 역사 유물 탐방, 현지 음식",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/9d/52/cf/heraklion-son-port-et.jpg?w=500&h=400&s=1
쿠스코,"돌로 건축된 쿠스코의 거리에는 잉카 제국 시대의 건물과 안데스 바로크 양식의 건물이 혼재합니다. 그 전형적인 건축물이 아르마스 광장 옆에 세워진 코리칸차 신전과 산토 도밍고 교회입니다. 아메리카 인디언 문화와 메스티소 문화가 녹아든 이 고지대에서 놀라운 유적지를 탐험하고, 시장에서 아름다운 전통 직물을 발견하고, 고급 요리에서 현지 음식에 이르기까지 페루의 훌륭한 요리를 즐길 수 있습니다.","나이트라이프, 하이킹 투어, 역사 투어, 역사 유물 탐방",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/33/fc/ba/cusco.jpg?w=500&h=400&s=1
플로렌스,"피렌체에서 예술 애호가의 심장 박동수는 두 배로 빨라집니다. 르네상스 미술을 사랑하는 사람은 미켈란젤로의 작품을 많이 소장하고 있는 갈레리아 델라카다미아(아카데미아 미술관)를 둘러보면 현기증이 날 것입니다. 건축 애호가는 고대의 폰테 베키오 다리를 감상할 수 있고, 쇼핑 애호가는 산토 스피리토 광장에서 쇼핑을 즐기며 행복한 오후를 보낼 수 있습니다. 이 지역의 넉넉한 인심을 보여주는 음식점에서 기운을 보충하며 탐험에 박차를 가하세요. 딱딱한 빵 한 조각을 현지에서 생산한 올리브 기름에 듬뿍 찍어 먹어보면 토스카나 음식의 절묘한 맛을 이해하게 될 것입니다.","와인 시음, 예술 투어, 역사 투어, 예술 및 역사",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/33/dc/8a/caption.jpg?w=500&h=400&s=1
뉴델리,"뉴델리는 혼란스러우면서도 고요한 곳으로, 판잣집이 즐비한 거리를 소들이 배회하는 복잡한 도시입니다. 17세기 레드 포트에는 돔과 포탑이 가득하고 찬드니 초크에서는 친숙한 풍경의 흥정이 활발히 벌어집니다. 잔타르만타르에는 현재까지도 기상 예측에 쓰이는 사람보다 큰 해시계와 천문 기구가 모여 있습니다. 관광객과 현지인이 제1차 세계대전과 세 번째 아프가니스탄 전쟁에서 전사한 군인들을 기리는 인디아 게이트에 모여듭니다.","2일 이상 투어, 역사 투어, 예술 및 역사, 문화체험 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/03/3f/fd/caption.jpg?w=500&h=400&s=1&cx=2294&cy=1952&chk=v1_c3b28b866491ff3722ce
바르셀로나,"바르셀로나의 역사, 예술 및 건축물은 기대를 충족합니다. 가우디의 상징적인 사그라다 파밀리아 성당, 피카소 박물관, 고딕 지구가 있으니까요. 하지만 랜드마크와 번화한 상업 거리 너머를 보면 말 그대로 도시를 둘러싼 자연이 눈길을 사로잡습니다. 한쪽에는 근처 발레아레스 제도와 누가 더 아름다운지 치열한 접전을 벌이는 멋진 모래사장이 5km나 펼쳐져 있고, 다른 한쪽에는 세계에서 가장 큰 도시 공원 중 하나인 콜세롤라 공원이 있는 세라 데 콜세롤라 산맥이 있습니다. 자전거 문화가 번성하는 데는 이유가 있습니다. 290km가 넘는 자전거 도로를 따라 카탈루냐의 수도를 쉽게 둘러볼 수 있기 때문입니다. 개선된 람블라 거리에서 자전거를 타며 소박한 오후를 보내고(보행자 전용 구간에서는 자전거에서 내려 걸어야 합니다.) 타파스와 샹그리아를 맛보세요. 이 모든 것을 할 수 있으며 아래에 더 많은 아이디어가 있습니다.","가우디 건축 투어,공원 피크닉,타파스 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/ae/5d/da/caption.jpg?w=500&h=400&s=1
뉴올리언스,"뉴올리언스는 활기가 넘치면서도 다른 도시와는 달리 여유로운 에너지로 가득합니다. 어떤 사람들에게 뉴올리언스는 다이키리 칵테일과 브라스 밴드 음악으로 가득한 끝없는 거리 파티가 이어지는 버번 스트리트로 대표됩니다. 하지만 주요 관광명소에서 벗어나면 이색적인 카페와 멋진 앤티크 상점, 꼭 방문해야 할 박물관, 유령이 나올듯한 묘지를 방문할 수 있습니다. 세인트 찰스 전차에 올라타고 가든 디스트릭트에서 남북전쟁 전에 지어진 맨션을 둘러보거나, 다채로운 분위기를 자랑하는 바이워터에서 오후를 보내세요. 세인트 클로드 애비뉴를 따라 음식점을 찾아다니고, Studio Be에서 현대 미술을 감상할 수도 있습니다. 게다가 뉴올리언스에서는 어딜 가나 멋진 음악과 만날 수 있습니다. 프렌치맨 스트리트의 재즈 클럽, 업타운의 다이브 바, 트레메의 라운지, 거의 모든 거리 모퉁이에서 음악을 즐기세요. 지금도 뉴올리언스를 대표하는 요리는 케이준과 크레올 요리지만, 이곳에서는 전통 쌀국수부터 반미포보이까지 아주 맛있는 베트남 음식도 즐길 수 있습니다. 지금 소개한 것들은 시작에 불과합니다. 아래에서 더 많은 추천 정보를 찾아보세요.","나이트라이프, 고스트 투어, 역사 투어, 예술 및 역사",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/c9/69/89/caption.jpg?w=500&h=400&s=1
리스본,"일곱 개의 언덕으로 둘러싸인 이 도시는 걸어 다니며 둘러보기에 더없이 좋으며 유럽의 인기 많은 수도에 대한 매혹적인 대안이 됩니다. 생기가 넘치는 밤문화, 흥겨운 시장, 활기찬 박물관이 있는 리스본에는 포르투에서 마신 술 몇 잔과 넉넉히 담긴 바칼랴우 한 그릇, 며칠간 먹은 파스테이스 데 나타로 싸인 칼로리를 태울 방법이 수없이 많이 있습니다.","기항지 투어, 역사 투어, 예술 및 역사, 문화체험 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/bf/6d/43/caption.jpg?w=500&h=400&s=1
푸켓,"열대 해변, 숨겨진 사원, 지역 시장과 흥겨운 리듬이 터지는 클럽. 푸껫은 낮에는 여유롭다가 밤에는 활기를 되찾는 사람들을 유혹하는 섬입니다. 내륙에 있는 푸껫 타운에서는 고추와 블루 진저 향이 나는 요리를 맛볼 수 있으며, 옛 구역을 산책하다 보면 켜켜이 쌓인 과거의 시간으로 들어가는 문이 열립니다. 규모와 지리적 위치에도 불구하고, 푸껫은 럭셔리 여행자는 물론 적은 예산으로 여행하는 사람들까지 언제든 만족시킬 수 있는 다양한 식사와 숙박시설, 모험으로 가득합니다.","자연 및 야생동물 서식지 투어, 리조트, 제트 보트 대여, 스노클링",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/4b/5d/c8/caption.jpg?w=500&h=400&s=1&cx=2606&cy=1838&chk=v1_a61182fd4040ed4ecc4e
파리,"파리는 로맨틱한 휴가를 보낼 수 있는 도시로 정말 유명합니다. 하지만 방문자들의 마음을 사로잡는 것은 파리 그 자체입니다. 거대한 석재와 연철로 지어진 건물, 아늑한 카페가 가득한 거리, 센강의 굽이굽이 있는 강둑은 영화의 한 장면 같습니다. 하지만 이 도시의 매력은 눈에 보이는 것만이 아닙니다. 요리 문화가 풍성하여 닭고기를 푹 고아 만든 푸짐한 코코뱅, 황금빛 버터 크루아상 등 꼭 맛봐야 할 프랑스 음식 목록은 끝이 없습니다. 현대적인 퓨전 요리와 세계 각국의 독창적인 요리도 꼭 맛보세요. (파리에서 맛보는 팔라펠은 단연코 훌륭합니다.) 골목길을 헤매고, 천천히 박물관을 구경하고, 미로 같은 상점들을 둘러보며 파리 여행의 진정한 묘미를 느껴보세요. 해가 지면 샹 드 마르로 향하여 어둠 속에 반짝이는 에펠 탑의 탁 트인 전망을 감상하세요.","나이트라이프, 예술 투어, 역사 투어, 예술 및 역사",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/c2/86/0e/caption.jpg?w=500&h=400&s=1
자이푸르,"자이푸르의 대로변에 늘어선 멋진 건축물을 보면, 이 도시가 ""핑크 시티""라고 불리는 이유를 단번에 알 수 있습니다. 그만큼 핑크빛을 띠는 건물들이 곳곳에 많이 세워져 있습니다. 충분히 시간을 할애하여 시티 팔레스와 하와 마할, 암베르 성을 느긋하게 거닐어보고, 낙타 가죽 슬리퍼 등 현지의 특산품이 즐비한 바자르에 가서 마음에 드는 여행 기념품을 찾아보시기 바랍니다.","쇼핑, 역사 투어, 예술 및 역사, 문화체험 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/a3/3b/8a/screenshot-2017-09-12.jpg?w=500&h=400&s=1
바쿠,"바쿠의 역사적 중심지에는 도시의 근원이었던 실크로드 항구 도시 시절부터 석유 붐을 거쳐 소비에트 시대에 이르기까지 격동의 과거가 잘 드러납니다. 이 구시가지에는 골목길, 모스크, 역사적인 건물, 요새의 잔해가 미로처럼 얽혀있으며, 현재 유네스코 세계문화유산으로 등재된 시르반샤 궁전과 메이든 탑이 자리 잡고 있습니다. 유적지 그 이상인 이 도시에서는 예술과 문화 활동이 활발히 이루어질 뿐만 아니라 현대의 비즈니스 부문도 왕성하게 가동되고 있습니다.","역사 투어, 바, 역사 유물 탐방, 문화체험 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/b5/6c/05/old-city-baku.jpg?w=500&h=400&s=1
이스탄불,"수 세기 동안 다양한 문화가 이스탄불에 영향을 미쳤습니다. 오늘날 이스탄불의 마할라(마을)를 둘러보며 이러한 문화의 영향을 직접 경험할 수 있습니다. 술탄아흐메트의 신성한 장소, 베이올루의 우아한 19세기 유럽 스타일, 니샨타쉬의 최신 유행 스타일, 카디코이의 활기찬 카페 모임, 베식타스의 축구 기념 거리 등 이스탄불의 곳곳을 둘러보면 여행자들이 이스탄불을 하나의 도시가 아닌 여러 도시의 융합이라고 말하는 이유를 쉽게 이해할 수 있습니다.","나이트라이프, 역사 투어, 예술 및 역사, 역사 유물 탐방",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/33/f6/60/caption.jpg?w=500&h=400&s=1
아테네,"한때 신석기 시대에 가장 강력한 문명의 중심지였던 아테네는 아크로폴리스에서 올림피아 제우스 신전에 이르기까지 고대의 거대 건축물의 위업이 사방에 즐비합니다. 하지만, 아테네의 동네와 뒷골목은 기분 좋은 모던함이 묻어나고 느긋한 에너지가 드러나며, 활기찬 도회풍 음식점과 멋진 갤러리가 지나간 시대의 유물들 속에 공존합니다. 붐비는 복잡함에서 벗어나 휴식을 취하려는 사람들은 자연 그대로의 바다와 편안한 해변 리조트가 있는 아름다운 해안선에서 산책할 수 있습니다.","역사 투어, 바, 역사 유물 탐방, 문화체험 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/c0/98/c5/caption.jpg?w=500&h=400&s=1&cx=960&cy=638&chk=v1_dd51d42e9a888a6b338f
카르타헤나,"콜롬비아의 카리브 연안에 자리 잡은 고기잡이 마을 카르타헤나에는, 아름다운 비치가 많으며 걸어서 일주가 가능한 유서 깊은 구시가의 곳곳에 아름다운 식민 양식의 건물이 남아있습니다. 또한, 카르타헤나는 콜롬비아에서 치안이 가장 좋은 거리로 꼽히며, 크루즈선의 인기 기항지이기도 합니다. 돌길을 걷다 지치면 오픈 카페에 들러 잠시 쉬어가세요. 맛난 페스트리를 먹으며 오가는 사람들을 구경하는 것도 즐겁습니다.","나이트라이프, 역사 투어, 제트 보트 대여, 바",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/33/fc/e6/cartagena.jpg?w=500&h=400&s=1
치앙마이,"30개가 넘는 사원을 둘러싸고 있는 고대 성벽의 잔해가 남아 있는 치앙마이의 유명한 도심을 둘러보는 것만으로도 전체 휴가 일정을 보낼 수 있습니다. 건강한 여행자라면 언덕 위의 화려한 불교 사원인 왓 프라닷 도이 수텝까지 이어진 300개의 계단을 오를 수 있습니다. 하지만 그저 역사적인 관광지만 둘러보지 마시고, 흥정의 기술을 익힐 수 있는 야간 바자르에서 태국의 활기찬 현재를 직접 구경하세요. 식물원도 현지 문화를 만끽하고 태국 난초의 섬세한 향을 맡을 수 있는 좋은 장소입니다. ","역사 투어, 스파, 문화체험 투어, 야외 활동",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/33/f8/39/caption.jpg?w=500&h=400&s=1&cx=578&cy=1032&chk=v1_4d0b15e634de94650bec
쿠바,미국 시민이 쿠바를 방문하는 데는 여전히 몇 가지 절차가 필요하지만 전 세계 관광객이 잘 알고 있듯이 다양한 문화가 교차하는 쿠바 섬에서 독특한 경험을 할 수 있습니다. 아바나는 옛 시대의 건축물과 현대의 문화가 혼합된 도시입니다. 스페인 식민지 시대 건축물을 더 많이 보고 싶다면 수도를 벗어나 작은 마을인 트리니다드를 방문하세요. 유네스코 세계 문화유산인 트리니다드는 슈거 밀스 계곡에 방문하는 여행자가 숙박하기에 정말 좋은 마을이며 과거 쿠바 설탕 산업의 중심지이기도 합니다.,"나이트라이프, 예술 및 역사, 바, 야외 활동",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/3f/2a/0a/calle-de-havana.jpg?w=500&h=400&s=1
자메이카,"자메이카의 따뜻한 햇볕을 쬐며 해먹에 누워 흔들리는 것보다 더 좋은 것이 있을까요? 느긋하게 즐기고 싶다면 제대로 찾아오신 겁니다. 하지만 자메이카에는 모험을 원하는 사람을 위한 수많은 야외 어드벤처도 있습니다. 블루홀로 다이빙하고, 마사브래강에서 래프팅을 즐기는 건 어떨까요, 조금 심하게 들릴 수도 있지만 미스틱산에서 봅슬레이를 타고 내려가는 것도 재미있지 않을까요? 모험을 떠나기 전 닭고기 저크처럼 맛있고 포만감이 오래 가는 음식으로 충전하세요. 특히 레게 음악 팬이라면 킹스턴의 정통 음악 클럽을 방문할 만합니다.","나이트라이프, 리조트, 래프팅, 야외 활동",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/33/fb/5c/caption.jpg?w=500&h=400&s=1
멘도사,"멘도사는 아르헨티나 서부 지역에 위치한 도시로, 안데스 산맥과 인접한 피란테스와 콜로라도 강의 푸른 숲으로 둘러싸여 있습니다. 이 도시는 아르헨티나의 와인 생산지로 유명하며, 말베시아(Malbec) 등의 품종으로 유명한 와인을 생산합니다. 또한, 멘도사는 지역 특산품인 올리브 오일과 포도주로도 유명합니다. 멘도사는 자연 경관이 아름답고, 와인 양조장과 와이너리 투어를 즐기는 관광객들에게 인기가 있습니다. 또한, 인근에는 안데스 산맥의 스키 리조트가 위치해 있어 스포츠 관광객들에게도 인기가 있습니다.","자연 및 야생동물 서식지 투어, 와인 시음, 쇼핑, 하이킹 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/3c/2b/f1/p1090956-1-largejpg.jpg?w=500&h=400&s=1
찰스턴,"찰스턴은 그늘진 안뜰, 빅토리아 시대 주택, 말이 끄는 마차와 무려 6개의 멋진 해변에 이르기까지 소도시의 다양한 매력을 한껏 발산합니다. 남부의 역사가 묻어나는 풍경도 주목할 만하지만, 이 해안 도시의 최대 장점은 관광명소가 많다는 것입니다. 미들턴 플레이스, 포르 섬터 국립 박물관, 프렌치 쿼터 등 가볼 만한 유적지도 많지만, 여행하는 동안 찰스턴의 현대적인 모습을 살펴보는 것도 잊지 마세요. 국제 아프리칸 아메리칸 박물관(IAAM, International African American Museum), 30개가 넘는 미술관, 그리고 로우컨트리 지역의 주식이라 할 수 있는 프라이드 치킨부터 현대식 타파스에 이르기까지 입맛에 따라 골라 먹을 수 있는 끊임없이 발전하는 음식 문화 및 음식점들이 있습니다.","나이트라이프, 고스트 투어, 역사 투어, 문화체험 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/c7/6b/19/caption.jpg?w=500&h=400&s=1&cx=1427&cy=512&chk=v1_1a54181c73be0d24e150
교토,"교토의 신사와 사원은 도시의 현대적인 삶과 고대 역사를 연결하는 드문 장소입니다. 시모가모 신사는 6세기에 지어진 신사로, 시간이 멈춘 듯한 느낌과 함께 그 고요함과 정신이 아직도 또렷합니다. 후시미 이나리 신사를 방문하면 실물 크기의 산주산겐도 천수관음상을 볼 수 있습니다. 전통 게이샤극을 관람한 후 가모 강을 굽어보는 음식점에서 평온한 식사를 즐기세요.","역사 투어, 온천 및 간헐천, 바, 문화체험 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/c0/b4/49/caption.jpg?w=500&h=400&s=1&cx=718&cy=768&chk=v1_2630c9aa1554550b8519
파나마시티,"파나마 시티에서는 최상의 시푸드를 즐길 수 있습니다. 레스토랑 쉐프는 요리의 재료로 대서양과 태평양에서 잡은 싱싱한 해산물을 엄선합니다. 파나마 요리 ""세비체""를 한번 드셔보세요. 세비체는 라임 주스에 코르비나 피쉬와 양파, 샐러리, 약간의 고춧가루를 넣고 만든 절임 요리입니다. 유카와 얌을 넣고 만든 치킨 스튜인 ""산꼬초""도 이 지역의 별미입니다.","나이트라이프, 역사 투어, 바, 4WD 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/68/1f/4f/20170114-184400-largejpg.jpg?w=500&h=400&s=1
상파울루,"상파울루는 인구 1,000만에 이르는 남미 최대의 도시로, 인구를 구성하는 다양한 민족만큼이나 다채로운 음식과 아트를 접할 수 있는 국제적인 도시입니다. 쟈뎅 지구의 레스토랑에서는 세계 각지의 온갖 요리를 즐길 수 있습니다. 세계적인 규모의 박물관을 둘러보고, 다양한 문화가 혼재하는 활기 넘치는 거리도 산책해보세요. 물론, 쇼핑하는 즐거움도 상파울루 여행에서 빼놓을 수 없겠지요.","예술 투어, 역사 투어, 바, 문화체험 투어",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/88/aa/57/caption.jpg?w=500&h=400&s=1
부에노스아이레스,"부에노스아이레스에는 그냥 지나칠 수 없는 뜨거운 에너지가 있습니다. 이 도시에서는 말벡을 마시고, 믿기지 않을 만큼 맛있는 스테이크를 먹고, 새벽까지 클럽에서 음악과 춤을 즐기며 즐거운 시간을 보낼 수 있습니다. 하지만 소박한 모습도 있습니다. 아침에 바리오의 자갈길을 거닐며 시간에 구애받지 않고 신고전주의 건축물을 구경해 보세요. 팔레르모에는 물론 트렌디한 음식점과 부티크가 있지만, 팔레르모 공원에서 초리판을 사 먹으며 간편하게 즐기는 피크닉도 무척 유명합니다. 산 텔모에 가서 일요일마다 열리는 대규모 거리 시장인 산 텔모 일요시장을 구경하고, 탱고 공연을 관람하거나 도레고 광장에서 야외 공연을 즐기세요. 좀 더 여유롭게 시간을 보내고 싶다면 미술관이나 갤러리에 가 보고 산 텔모 시장의 노점에서 맛있는 음식도 드셔 보세요. 서둘러도 좋고 여유를 즐겨도 좋습니다. 자신의 속도에 맞게 둘러보세요. 아래에 더 많은 아이디어가 있습니다.","역사 투어, 바, 문화체험 투어, 와인",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/84/8a/db/teatro-colon.jpg?w=500&h=400&s=1
쿠바,미국 시민이 쿠바를 방문하는 데는 여전히 몇 가지 절차가 필요하지만 전 세계 관광객이 잘 알고 있듯이 다양한 문화가 교차하는 쿠바 섬에서 독특한 경험을 할 수 있습니다. 아바나는 옛 시대의 건축물과 현대의 문화가 혼합된 도시입니다. 스페인 식민지 시대 건축물을 더 많이 보고 싶다면 수도를 벗어나 작은 마을인 트리니다드를 방문하세요. 유네스코 세계 문화유산인 트리니다드는 슈거 밀스 계곡에 방문하는 여행자가 숙박하기에 정말 좋은 마을이며 과거 쿠바 설탕 산업의 중심지이기도 합니다.,"나이트라이프,예술 및 역사,바,야외 활동",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/3f/2a/0a/calle-de-havana.jpg?w=1000&h=600&s=1
